id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
7LRMbd3LEoV5wZJvXT1Lwb,T.N.T.,79,214667,0,['AC/DC'],['711MCceyCBcFnzjGY4Q7Un'],5/14/1976,0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,4
4yugZvBYaoREkJKtbG08Qr,Take It Easy - 2013 Remaster,79,211578,0,['Eagles'],['0ECwFtbIWEVNwjlrfc6xoL'],1972,0.575,0.67,7,-10.39,1,0.0318,0.343,4.95E-06,0.129,0.74,139.191,4
20I8RduZC2PWMWTDCZuuAN,Take Me Out,79,237027,0,['Franz Ferdinand'],['0XNa1vTidXlvJ2gHSsRi4A'],2/16/2004,0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,4
4w8niZpiMy6qz1mntFA5uM,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",79,212500,1,"['DJ Snake', 'Selena Gomez', 'Ozuna', 'Cardi B']","['540vIaP2JwjQb9dm3aArA4', '0C8ZW7ezQVs4URX5aX7Kqx', '1i8SpTcr7yvPOmcqrbnVXY', '4kYSro6naA4h99UJvo89HB']",9/28/2018,0.842,0.801,8,-4.167,0,0.228,0.157,4.82E-06,0.0642,0.617,95.881,4
4Hpib09wXgD84w4uwTPnYD,Tap In,79,139413,1,['Saweetie'],['6cK3NBO6uP7hh0oyuVELFl'],6/17/2020,0.954,0.696,10,-7.117,0,0.204,0.00576,0.000498,0.0754,0.432,100.036,4
3V8UKqhEK5zBkBb6d6ub8i,Te BotÃ© - Remix,79,417920,1,"['Nio Garcia', 'Casper Magico', 'Bad Bunny', 'Darell', 'Ozuna', 'Nicky Jam']","['5hdhHgpxyniooUiQVaPxQ0', '1fux65HMCBvfJHqlBc4Nno', '4q3ewBCX7sLwd24euuV69X', '1TtXnWcUs0FCkaZDPGYHdf', '1i8SpTcr7yvPOmcqrbnVXY', '1SupJlEpv7RS2tPNRaHViT']",4/13/2018,0.903,0.675,11,-3.445,0,0.214,0.542,1.28E-05,0.0595,0.442,96.507,4
059bcIhyc2SBwm6sw2AZzd,Te Vi,79,231848,0,"['Piso 21', 'Micro TDH']","['4bw2Am3p9ji3mYsXNXtQcd', '1aWJsBQa67l72j1VT3D6Ow']",12/14/2018,0.877,0.777,1,-4.246,1,0.117,0.0446,3.46E-05,0.0863,0.706,102.02,4
0k2GOhqsrxDTAbFFSdNJjT,Temperature,79,218573,0,['Sean Paul'],['3Isy6kedDrgPYoTS1dazA9'],9/26/2005,0.951,0.6,0,-4.675,0,0.0685,0.106,0,0.0712,0.822,125.04,4
7yFhA2fUsL2oIMWlw5DaHQ,The Bones,79,197293,0,['Maren Morris'],['6WY7D3jk8zTrHtmkqqo5GI'],3/8/2019,0.612,0.57,11,-6.642,0,0.0347,0.278,0,0.0963,0.334,77.002,4
4EchqUKQ3qAQuRNKmeIpnf,The Kids Aren't Alright,79,180160,0,['The Offspring'],['5LfGQac0EIXyAN8aUwmNAQ'],11/16/1998,0.523,0.943,1,-4.203,1,0.0337,0.00704,3.81E-05,0.0579,0.766,99.607,4
4wqzOaLxiCRy2Et8tRyNSX,The Thrill,79,234334,1,"['Wiz Khalifa', 'Empire of the Sun']","['137W8MRPWKqSmrBGDBFSop', '67hb7towEyKvt5Z8Bx306c']",11/11/2020,0.817,0.775,10,-4.767,0,0.108,0.277,0,0.108,0.806,126.984,4
2eAZfqOm4EnOF9VvN50Tyc,The Way Life Goes (feat. Oh Wonder),79,221747,1,"['Lil Uzi Vert', 'Oh Wonder']","['4O15NlyKLIASxsJ0PrXPfz', '5cIc3SBFuBLVxJz58W2tU9']",8/25/2017,0.703,0.757,1,-3.612,1,0.05,0.617,0,0.106,0.696,82.008,4
6M31fPFCYB8Job3MCjjrDV,They Don't Know About Us,79,200400,0,['One Direction'],['4AK6F7OLvEQ5QYCBNiQWHq'],11/12/2012,0.514,0.727,0,-6.131,1,0.0492,0.126,0,0.0978,0.37,147.917,4
7fEoXCZTZFosUFvFQg1BmW,Took Her To The O,79,196180,1,['King Von'],['6QtgPSJPSzcnn7dPZ4VINp'],3/6/2020,0.82,0.592,1,-7.002,1,0.29,0.0149,4.71E-06,0.121,0.4,159.98,4
55h7vJchibLdUkxdlX3fK7,Treasure,79,178560,1,['Bruno Mars'],['0du5cEVh5yTK9QJze8zA0C'],12/7/2012,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24E-05,0.324,0.937,116.017,4
3HWzoMvoF3TQfYg4UPszDq,Truth Hurts,79,173325,1,['Lizzo'],['56oDRnqbIiwx4mymNEv7dS'],4/19/2019,0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,4
0eoMMLrWtXbLk64baeESkc,Tudo Indica (feat. Jorge & Mateus) - Ao Vivo,79,183014,0,"['Marcos & Belutti', 'Jorge & Mateus']","['0NsJZ5PMjqghGDuMzY7CuT', '1elUiq4X7pxej6FRlrEzjM']",9/10/2020,0.536,0.854,1,-4.012,0,0.0637,0.127,0,0.107,0.769,75.95,4
0qaWEvPkts34WF68r8Dzx9,Turn Me On (feat. Vula),79,208474,0,"['Riton', 'Oliver Heldens', 'Vula']","['7i9j813KFoSBMldGqlh2Z1', '5nki7yRhxgM509M5ADlN1p', '6YqhcZlSE8ugUcmoHLw9gz']",9/13/2019,0.737,0.828,11,-4.711,1,0.0396,0.0149,0.000583,0.0862,0.517,124.052,4
5J7teKIJGtqVypgYI6sqXj,Una Vez,79,232496,1,"['Bad Bunny', 'Mora']","['4q3ewBCX7sLwd24euuV69X', '0Q8NcsJwoCbZOHHW63su5S']",2/28/2020,0.55,0.598,11,-5.402,0,0.0831,0.132,2.58E-06,0.0955,0.543,83.836,4
0GLyqTysS0DFoeKjURtB8s,unravel,79,238360,0,['TK from Ling tosite sigure'],['3B9O5mYYw89fFXkwKh7jCS'],8/27/2014,0.507,0.889,7,-2.755,0,0.086,0.0495,0,0.0983,0.333,135.021,4
5zA8vzDGqPl2AzZkEYQGKh,Uptown Girl,79,197707,0,['Billy Joel'],['6zFYqv1mOsgBRQbae3JJ9e'],8/8/1983,0.701,0.943,4,-2.986,1,0.0456,0.0747,0,0.601,0.791,128.992,4
5DxXgozhkPLgrbKFY91w0c,Vete,79,192024,1,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],11/21/2019,0.886,0.672,1,-4.394,1,0.188,0.0363,8.78E-06,0.101,0.526,91.976,4
1mrQYY0NATPCe7WOYcCKf1,Vete Pal Carajo,79,176147,1,"['Yan Block', 'Jay Wheeler', 'DJ Nelson']","['6TKygPpVT29oGUogu4J9Ec', '2cPqdH7XMvwaBJEVjheH8g', '2ydZrTy8U3kOMOzx20s3dg']",11/25/2020,0.784,0.65,0,-7.07,0,0.247,0.604,0.000579,0.104,0.589,109.181,4
0fySG6A6qLE8IvDpayb5bM,VIBEZ,79,144935,1,['DaBaby'],['4r63FhuTkUYltbVAg5TQnk'],9/27/2019,0.768,0.652,1,-2.708,0,0.307,0.113,0,0.107,0.777,154.187,4
2Cd9iWfcOpGDHLz6tVA3G4,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),79,202627,0,"['Shakira', 'Freshlyground']","['0EmeFodog0BfCgMzAIvKQp', '7AcV1lk8Zrgo1691PDWEle']",5/7/2010,0.766,0.873,11,-6.381,0,0.143,0.00627,0,0.0764,0.743,126.988,4
05wIrZSwuaVWhcv5FfqeH0,Walking On Sunshine,79,238733,0,['Katrina & The Waves'],['2TzHIUhVpeeDxyJPpQfnV3'],1985,0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902,4
1HFfMOxCAT4GAwaPfCdmUs,Waves - Robin Schulz Radio Edit,79,208133,0,"['Mr. Probz', 'Robin Schulz']","['33W1pnW9zScZtYTnAoWnOT', '3t5xRXzsuZmMDkQzgOX35S']",2/7/2014,0.829,0.51,5,-9.334,0,0.0369,0.00821,0.00143,0.0829,0.45,119.994,4
2y4lAQpi5VTNLu2ldeTdUH,We Can't Stop,79,231240,0,['Miley Cyrus'],['5YGY8feqx7naU7z4HrwZM6'],10/4/2013,0.613,0.622,1,-5.794,0,0.0334,0.00882,0,0.37,0.484,80.003,4
07MW63ok3ptSKwaTWEN0o8,Weak,79,159375,0,['Larissa Lambert'],['1tM4ox3QsSpl3R2VwLjJ47'],1/22/2021,0.617,0.451,7,-9.323,1,0.0584,0.627,0,0.267,0.487,127.923,4
4B0JvthVoAAuygILe3n4Bs,What Do You Mean?,79,205680,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],11/13/2015,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,4
1mMLMZYXkMueg65jRRWG1l,When It Rains It Pours,79,240760,0,['Luke Combs'],['718COspgdWOnwOFpJHRZHS'],6/2/2017,0.551,0.801,6,-5.069,1,0.0303,0.013,6.03E-06,0.265,0.625,128.027,4
0TXNKTzawI6VgLoA9UauRp,When You Love Someone,79,216560,0,['James TW'],['0B3N0ZINFWvizfa8bKiz4v'],4/26/2019,0.681,0.453,7,-6.09,1,0.0278,0.263,0,0.0543,0.348,125.772,4
2QuQkdLLzgktXwruPAz6f4,White Lies,79,183588,0,"['VIZE', 'Tokio Hotel']","['09agIJMxCD2k87ys9Al0f0', '46aNfN89JrOQTCy97GoCHa']",1/15/2021,0.839,0.751,1,-5.208,0,0.0924,0.177,0,0.067,0.525,127.996,4
1Pmp486RrLRkaEkE3HFHXP,Who's Laughing Now,79,180348,0,['Ava Max'],['4npEfmQ6YuiwW1GpUmaq3F'],9/18/2020,0.648,0.641,7,-5.521,1,0.0389,0.00565,3.63E-06,0.109,0.505,184.021,4
1NpW5kyvO4XrNJ3rnfcNy3,Wild Ones (feat. Sia),79,232947,0,"['Flo Rida', 'Sia']","['0jnsk9HBra6NMjO2oANoPY', '5WUlDfRSoLAfcVSX1WnrxN']",6/22/2012,0.608,0.86,5,-5.324,0,0.0554,0.0991,0,0.262,0.437,127.075,4
3Uo7WG0vmLQ07WB4BDwy7D,willow,79,214707,0,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],12/10/2020,0.392,0.579,7,-9.195,1,0.164,0.835,0.00179,0.145,0.549,80.961,4
3ovjw5HZZv43SxTwApooCM,Wind Of Change,79,312360,0,['Scorpions'],['27T030eWyCQRmDyuvr1kxY'],1/1/1990,0.452,0.524,0,-10.108,1,0.0351,0.315,0,0.103,0.246,151.505,4
6Pgkp4qUoTmJIPn7ReaGxL,Without You (feat. Sandro Cavazza),79,181673,1,"['Avicii', 'Sandro Cavazza']","['1vCWHaC5f2uS3yhpwWbIA6', '5JYo7gm2dkyLLlWHjxS7Dy']",8/10/2017,0.662,0.858,2,-4.844,1,0.0428,0.00163,0,0.0456,0.295,133.993,4
4fixebDZAVToLbUCuEloa2,Womanizer,79,224400,0,['Britney Spears'],['26dSoYclwsYLMAKD3tpOr4'],12/2/2008,0.724,0.695,11,-5.226,1,0.0622,0.073,0,0.0889,0.235,139,4
5qqabIl2vWzo9ApSC317sa,Wonderwall - Remastered,79,258773,0,['Oasis'],['2DaxqgrOhkeH0fpeiQq2f4'],10/2/1995,0.378,0.896,2,-4.066,1,0.0407,0.000452,0,0.194,0.469,174.302,4
4tCtwWceOPWzenK2HAIJSb,Work from Home (feat. Ty Dolla $ign),79,214480,0,"['Fifth Harmony', 'Ty Dolla $ign']","['1l8Fu6IkuTP0U5QetQJ5Xt', '7c0XG5cIJTrrAgEC3ULPiq']",5/27/2016,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94E-06,0.0644,0.593,105.017,4
7ejeQLLLGjVriLS7cojERB,YKWIM?,79,212750,0,['Yot Club'],['6FugQjLquBF4JzATRN70bR'],5/31/2019,0.599,0.537,9,-7.625,1,0.0268,0.935,0.893,0.301,0.258,123.722,3
1s59X35jDULAyOGmBuTAnd,Yo Ya No Vuelvo Contigo - En Vivo,79,240457,1,"['Lenin RamÃ­rez', 'Grupo Firme']","['3hTffafUYLLgO4yuPAxb5U', '1dKdetem2xEmjgvyymzytS']",11/1/2019,0.643,0.35,4,-5.924,0,0.0783,0.784,0,0.102,0.541,118.199,1
2afCBiru10AFckfOa49wIa,You & I,79,237933,0,['One Direction'],['4AK6F7OLvEQ5QYCBNiQWHq'],11/25/2013,0.574,0.329,1,-6.829,1,0.0274,0.22,0,0.0986,0.356,130.993,4
4o6BgsqLIBViaGVbx5rbRk,You Make My Dreams (Come True),79,190627,0,['Daryl Hall & John Oates'],['77tT1kLj6mCWtFNqiOmP9H'],1980,0.751,0.501,5,-12.151,1,0.0551,0.234,0.112,0.0467,0.902,167.057,4
7lidXGPXPYLNThITAOTlkK,You should be sad,79,205473,1,['Halsey'],['26VFTg2z8YR0cCuwLzESi2'],1/17/2020,0.591,0.585,2,-6.35,1,0.0277,0.143,0,0.109,0.324,110.94,4
5HQVUIKwCEXpe7JIHyY734,"Young, Wild & Free (feat. Bruno Mars)",79,207333,1,"['Snoop Dogg', 'Wiz Khalifa', 'Bruno Mars']","['7hJcb9fa4alzcOq3EaNPoG', '137W8MRPWKqSmrBGDBFSop', '0du5cEVh5yTK9QJze8zA0C']",10/11/2011,0.715,0.655,0,-6.425,1,0.137,0.0525,0,0.115,0.531,95.078,4
1lWWoec2z1j88GRblI5anV,ZITTI E BUONI,79,192655,1,['MÃ¥neskin'],['0lAWpj5szCSwM4rUMHYmrr'],3/3/2021,0.62,0.944,4,-3.082,0,0.0863,0.0014,0,0.733,0.592,103.024,4
2PzU4IB8Dr6mxV3lHuaG34,(I Can't Get No) Satisfaction - Mono Version,78,222813,0,['The Rolling Stones'],['22bE4uQ6baNwSHPVcDxLCe'],7/30/1965,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,4
75lcPkAkUsKWHGBlGM476R,1400 / 999 Freestyle,78,175954,1,"['Trippie Redd', 'Juice WRLD']","['6Xgp2XMz1fhVYe7i6yNAax', '4MCBfE4596Uoi2O4DtmEMz']",11/9/2018,0.825,0.572,6,-6.067,0,0.0864,0.0079,0,0.113,0.568,141.991,4
1tLV0GD0WXQ1Z8BKOQscti,6 For 6,78,148750,1,['Central Cee'],['5H4yInM5zmHqpKIoMNAx4r'],3/12/2021,0.855,0.792,2,-4.949,1,0.143,0.552,0,0.17,0.623,142.965,4
4w3tQBXhn5345eUXDGBWZG,9 to 5,78,162467,0,['Dolly Parton'],['32vWCbZh0xZ4o9gkz4PsEU'],1980,0.554,0.783,6,-5.852,1,0.0457,0.416,1.54E-06,0.631,0.813,105.39,4
54eZmuggBFJbV7k248bTTt,A Horse with No Name,78,252240,0,"['America', 'George Martin']","['35U9lQaRWSQISxQAB94Meo', '0tcbedGX7n5UHrMhVsGmIU']",1972,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,4
52CBUrIdyf8tbZaUY9iawE,After School,78,205373,0,['Weeekly'],['73B9bjqS2Z5KLXNGqXf64m'],3/17/2021,0.634,0.928,1,-1.609,1,0.0514,0.00719,2.55E-06,0.0626,0.738,164.007,4
1otG6j1WHNvl9WgXLWkHTo,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",78,207455,0,"['Kali Uchis', 'Tyler, The Creator', 'Bootsy Collins']","['1U1el3k54VvEUzo3ybLPlM', '4V8LLVI7PbaPR0K2TGSxFF', '5K0rbdBrs2tNXe5LeWMATT']",4/6/2018,0.702,0.659,4,-6.766,0,0.13,0.301,0.00201,0.218,0.843,79.64,4
7CtbxAGq2P0jtYh6SH9DMR,Agua (with J Balvin),78,159666,0,"['Tainy', 'J Balvin']","['0GM7qgcRCORpGnfcN2tCiB', '1vyhD5VmyZ7KMfW5gqLgo5']",3/5/2021,0.778,0.651,9,-5.421,0,0.266,0.167,0,0.177,0.569,100.094,4
2QCwoYDn4DRfjs4NhW2KpO,AlÃ´ Ex-Amor - Ao Vivo,78,197952,0,"['JoÃ£o Bosco e Gabriel', 'Humberto & Ronaldo']","['21WAvVROZ83oUvJwFTG2dH', '1zEo6Fk1iaaOYFlFPBHCFn']",11/22/2019,0.701,0.867,10,-2.982,0,0.104,0.572,5.15E-06,0.788,0.937,169.898,4
02itaCXOdC54J0ISjqqFAp,All Around The World (La La La),78,147840,0,"['R3HAB', 'A Touch Of Class']","['6cEuCEZu7PAE9ZSzLLc2oQ', '5wTdspmxzb8V4ZjvDodpBo']",4/5/2019,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,4
5e7ldn9Kwo8Aw9Z8ql9cDj,All Eyez On Me (ft. Big Syke),78,307773,1,"['2Pac', 'Big Syke']","['1ZwdS5xdxEREPySFridCfh', '5J32qSlWzKCdcL31B8wglv']",1996,0.873,0.719,1,-5.948,1,0.248,0.03,0,0.333,0.858,93.281,4
4RKJRRd4VJfZWiqQTYsleE,Already Best Friends (feat. Chris Brown),78,197031,1,"['Jack Harlow', 'Chris Brown']","['2LIk90788K0zvyj2JJVwkJ', '7bXgB6jMjp9ATFy66eO08Z']",12/11/2020,0.873,0.575,10,-7.284,0,0.0702,0.0891,0,0.108,0.872,103.005,4
7qmnP8Woc47dLSrMD5MxL1,Amor ou o LitrÃ£o,78,173913,0,"['Petter Ferraz', 'Menor Nico']","['6gGJH7joTDx9M3xREiAq9U', '0xTWPVQfXgaj6Je1inSRKw']",10/16/2020,0.934,0.707,9,-4.214,1,0.0646,0.437,1.74E-05,0.0628,0.961,138.023,4
4FmVjrmM6DsBQMsGdc9PDa,AquÃ­ Abajo,78,144360,0,['Christian Nodal'],['0XwVARXT135rw8lyw1EeWP'],7/10/2020,0.639,0.443,4,-3.855,1,0.0335,0.297,0,0.0881,0.649,147.88,3
4Ld4kbKo1eOzToQ0P8JA0V,Arcade (feat. FLETCHER),78,187453,0,"['Duncan Laurence', 'FLETCHER']","['3klZnJvYGIbWritVwQD434', '5qa31A9HySw3T7MKWI9bGg']",11/27/2020,0.446,0.395,0,-9.328,1,0.0365,0.815,0.00216,0.128,0.267,71.944,3
1pKYYY0dkg23sQQXi0Q5zN,Around the World,78,429533,0,['Daft Punk'],['4tZwfgrHOc3mvqYlEYSvVi'],1/16/1997,0.956,0.795,7,-5.311,1,0.15,0.00356,0.889,0.0906,0.841,121.294,4
3Pj6u2KTgepyyidp5xfbHp,Ashes,78,166356,1,['Stellar'],['5yw4tA8D5uG7tT3NaDvq10'],5/3/2020,0.712,0.568,5,-7.864,0,0.0546,0.0947,0,0.169,0.46,130.019,4
2MJz8BxxMsERULatmBikDH,At My Worst,78,170345,0,['Pink Sweat$'],['1W7FNibLa0O0b572tB2w7t'],2/12/2021,0.813,0.415,0,-5.926,1,0.0349,0.777,0,0.131,0.667,91.921,4
3qiyyUfYe7CRYLucrPmulD,Baba O'Riley,78,300400,0,['The Who'],['67ea9eGLXYMsO2eYQRui3w'],8/14/1971,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,4
7FGdjbZ32vMybPuP0IuE7d,Back In Blood (feat. Lil Durk),78,184490,1,"['Pooh Shiesty', 'Lil Durk']","['5F1aAS1duwlzExnPs3l2Xe', '3hcs9uc56yIGFCSy9leWe7']",2/5/2021,0.759,0.538,8,-8.256,0,0.384,0.151,0,0.126,0.831,146.933,4
3MEruRteiUZXkStfTlZqRn,Back to the Streets (feat. JhenÃ© Aiko),78,189496,1,"['Saweetie', 'JhenÃ© Aiko']","['6cK3NBO6uP7hh0oyuVELFl', '5ZS223C6JyBfXasXxrRqOk']",10/23/2020,0.865,0.792,4,-4.207,1,0.0677,0.168,1.46E-05,0.107,0.562,101.985,4
04F42oEuKrRComYJfJuyVR,Backyard Boy,78,129241,0,['Claire Rosinkranz'],['3V0ZQW0dNuVaFtbVYgSI24'],10/2/2020,0.817,0.635,5,-7.246,1,0.163,0.323,0,0.0738,0.454,138.015,4
0RE4crnT3jRms1xxVlEZx2,Bad boy,78,187844,0,['Marwa Loud'],['46wEUZyujVrFSrdCnTKQmV'],3/9/2018,0.796,0.496,9,-8.165,0,0.0388,0.431,5.51E-06,0.0781,0.716,97.988,4
5dDQDduj3EaWrPIZ9bc8tj,BAD EYEZ,78,236810,1,"['Nimo', 'Luciano']","['3ZuBEj9ppJe8GSdKaMTfMN', '3CJKkU0XuElRT1z8rEtIYg']",2/18/2021,0.873,0.434,1,-8.62,0,0.209,0.0598,0.000534,0.139,0.429,123.039,4
3AV1KI22k1jGMz792lDrj1,Basta VocÃª Me Ligar - Ao Vivo,78,182977,0,"['Os BarÃµes Da Pisadinha', 'Xand AviÃ£o']","['5Lv2GUVwqmQBPwrTrxucE5', '43DRDu6nLSeIedZ7T1A616']",5/29/2020,0.599,0.914,5,-2.415,0,0.0629,0.5,0,0.694,0.831,168.008,4
7aEtlGHoiPAfRB084NiDmx,Beer Never Broke My Heart,78,186733,0,['Luke Combs'],['718COspgdWOnwOFpJHRZHS'],11/8/2019,0.538,0.863,1,-4.483,1,0.0481,0.0139,0,0.0874,0.637,77.001,4
4HDCLYli2SUdkq9OjmvhSD,BELIEVE IT,78,183219,1,"['PARTYNEXTDOOR', 'Rihanna']","['2HPaUgqeutzr3jx5a9WyDV', '5pKCCKE2ajJHZ9KAiaK11H']",3/27/2020,0.43,0.7,6,-5.35,1,0.264,0.0902,0,0.216,0.731,158.373,4
630DpnzdfjdVqv2yLfPbAX,Bertaut,78,315961,0,['Nadin Amizah'],['20zafXaLhm5IcXnSU93rNn'],5/28/2020,0.47,0.131,6,-13.29,1,0.0362,0.933,0.00245,0.109,0.115,118.836,3
1fCeXjoRExPP2qwSBh2aST,Black & White,78,186945,1,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],12/10/2018,0.776,0.736,7,-4.612,1,0.247,0.0802,0,0.159,0.233,147.946,4
6rmXhRIemCTPyMYZRDN7Qg,Black Magic,78,211786,0,['Little Mix'],['3e7awlrlDSwF3iM0WBjGMp'],11/6/2015,0.776,0.875,4,-5.535,1,0.0575,0.0343,0,0.314,0.849,111.988,4
7wZUrN8oemZfsEd1CGkbXE,Bleeding Love,78,262467,0,['Leona Lewis'],['5lKZWd6HiSCLfnDGrq9RAm'],2007,0.638,0.656,5,-5.886,1,0.0357,0.188,0,0.146,0.225,104.036,4
4xqIYGwwZTEem9U8A42SPF,Broke In A Minute,78,132024,1,['Tory Lanez'],['2jku7tDXc6XoB6MO2hFuqg'],4/10/2020,0.929,0.7,0,-5.595,0,0.0906,0.144,0,0.349,0.802,120.009,4
4W8sUeokQKfHt1uTXp0Jq0,Broken,78,200673,1,['Lund'],['5uLkZ7FWMTBUg1corQqdkR'],4/17/2020,0.83,0.583,0,-2.052,1,0.0412,0.0563,0.0005,0.109,0.146,134,4
2fXwCWkh6YG5zU1IyvQrbs,Broken Clocks,78,231253,1,['SZA'],['7tYKF4w9nC0nq9CsPZTHyP'],6/9/2017,0.692,0.684,6,-7.364,1,0.155,0.131,0,0.156,0.406,112.912,4
2mlGPkAx4kwF8Df0GlScsC,Buttercup,78,208026,0,['Jack Stauber'],['1vVHevk2PD45epYnDi9CCc'],3/25/2017,0.705,0.373,7,-9.066,1,0.0384,0.723,0.81,0.289,0.551,120.046,4
0cSkn2l67csUljEy0EEBPn,ç‚Ž,78,275000,0,['LiSA'],['0blbVefuxOGltDBa00dspv'],10/12/2020,0.477,0.685,2,-4.554,1,0.0325,0.105,0,0.277,0.308,152.04,4
2p04GXqx4j9sggMTFJpEBa,Cai de vagarinho atÃ© embaixo,78,133202,0,"['Mc Rennan', 'DJ Braga Oficial']","['6ZiGAU6TJQEyidFQ22eIOS', '5icwIVKIEdJwzeHjQ6XYJG']",3/8/2021,0.94,0.44,11,-10.993,1,0.479,0.535,2.48E-06,0.106,0.869,130.271,4
3pm4XtcsRIFFtH2UErk62R,CANCIÃ“N CON YANDEL,78,209180,1,"['Yandel', 'Bad Bunny']","['0eHQ9o50hj6ZDNBt6Ys1sD', '4q3ewBCX7sLwd24euuV69X']",5/10/2020,0.75,0.741,9,-4.43,1,0.402,0.447,0,0.121,0.495,79.968,4
32lItqlMi4LBhb4k0BaSaC,Candy Paint,78,227533,1,['Post Malone'],['246dkjvS1zLTtiykXe5h60'],4/27/2018,0.664,0.667,4,-5.941,1,0.154,0.64,1.22E-06,0.0753,0.381,180.064,4
27a1mYSG5tYg7dmEjWBcmL,CAN'T SAY,78,198408,1,['Travis Scott'],['0Y5tJX1MQlPlqiwlOH1tJY'],8/3/2018,0.702,0.708,10,-5.366,0,0.0547,0.201,0,0.118,0.713,147.98,4
6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",78,236002,0,['Justin Timberlake'],['31TPClRtHm23RisEBtV3X7'],5/6/2016,0.667,0.83,0,-5.715,1,0.0749,0.0123,0,0.191,0.701,113.03,4
4jDmJ51x1o9NZB5Nxxc7gY,Careless Whisper,78,300107,0,['George Michael'],['19ra5tSw0tWufvUp8GotLo'],11/9/1998,0.574,0.629,2,-8.815,0,0.0363,0.128,0,0.271,0.786,153.119,4
3eBnEo9WL34ulBCZlLpUQO,Chicken Fried,78,238147,0,['Zac Brown Band'],['6yJCxee7QumYr820xdIsjo'],11/17/2008,0.566,0.713,6,-4.25,1,0.0417,0.645,0,0.114,0.807,169.864,4
23OXdR7YuUBVWh5hSnYJau,Chlorine,78,324467,0,['Twenty One Pilots'],['3YQKmKGau1PzlVlkL1iodx'],10/5/2018,0.609,0.674,10,-7.388,0,0.0548,0.0735,0.06,0.345,0.315,90.009,4
40QrLHWdsxyXLAdjJG4Rxs,Chosen 1,78,127200,1,['Polo G'],['6AgTAQt8XS6jRWi4sX7w49'],6/7/2019,0.77,0.576,8,-11.845,0,0.339,0.138,0,0.08,0.364,166.162,4
0BCPKOYdS2jbQ8iyB56Zns,Clocks,78,307880,0,['Coldplay'],['4gzpq5DPGxSnKTe4SA8HAU'],8/8/2002,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,4
7GVUmCP00eSsqc4tzj1sDD,Come and Get Your Love - Single Version,78,205933,0,['Redbone'],['0w7HLMvZOHatWVbAKee1zF'],11/1/1973,0.731,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383,4
3JVTsvTldB6arHVlmxmTnM,Company (feat. Future),78,213080,1,"['24kGoldn', 'Future']","['6fWVd57NKTalqvmjRd2t8Z', '1RyvyyTE3xzB2ZywiAwp0i']",3/26/2021,0.831,0.727,8,-3.657,0,0.169,0.447,0,0.111,0.703,125.068,4
2qG5sZ7Si6sdK74qLxedYM,Con Altura,78,161627,0,"['ROSALÃA', 'J Balvin', 'El Guincho']","['7ltDVBr6mKbRvohxheJ9h1', '1vyhD5VmyZ7KMfW5gqLgo5', '1oMiDFyAgmIzw9ZBQYHOJI']",3/28/2019,0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,4
5O4erNlJ74PIF6kGol1ZrC,Could You Be Loved,78,237000,0,['Bob Marley & The Wailers'],['2QsynagSdAqZj3U9HgDzjD'],1980,0.916,0.72,0,-8.548,1,0.1,0.36,0.00016,0.0958,0.76,103.312,4
5IVuqXILoxVWvWEPm82Jxr,Crazy In Love (feat. Jay-Z),78,236133,0,"['BeyoncÃ©', 'JAY-Z']","['6vWDO969PvNqNYHIOW5v0m', '3nFkdlSjzX9mRTtwJOzDYB']",6/24/2003,0.646,0.77,2,-6.596,0,0.226,0.00249,0,0.0715,0.681,99.165,4
